"","exposure","outcome","id.exposure","id.outcome","samplesize","SNP","b","se","p"
"1","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs10048743",0.315643928536537,0.0465148182078321,1.15381817979206e-11
"2","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs10912578",0.314240396249313,0.0472113927789331,2.81324899189238e-11
"3","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs1143679",0.315796219284805,0.0484030199545239,6.83161139922953e-11
"4","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs12094036",0.314131043065185,0.0469154396114311,2.14662499884314e-11
"5","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs12524498",0.306806265878185,0.0470130066954047,6.7555224208404e-11
"6","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs13136219",0.311394862218702,0.0470862748532174,3.75888796236213e-11
"7","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs13332649",0.309937366634256,0.0477694531762746,8.68727392358095e-11
"8","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs143123127",0.313796059992813,0.0469678191011954,2.37177246733625e-11
"9","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs150180633",0.315507081779868,0.0454637450606291,3.92790943370182e-12
"10","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs17849501",0.321361793467467,0.0471278181120166,9.17142941608177e-12
"11","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs2431697",0.309415269820412,0.047353307986689,6.39568945346715e-11
"12","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs2459611",0.308975754240404,0.0468782967136039,4.36817352078166e-11
"13","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs268124",0.315201891443526,0.0466367390007491,1.39273193561695e-11
"14","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs34703115",0.320549978309865,0.0457628330064085,2.47706442826667e-12
"15","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs35000415",0.288837531626402,0.0472243901298759,9.57857454255598e-10
"16","sle_eur.txt","Sicca syndrome [Sj<c2><9a>gren] || id:finn-b-M13_SJOGREN","6zokA3","finn-b-M13_SJOGREN",NA,"rs35251378",0.3123890991878,0.0472262342966222,3.72213964293378e-11
